学号,性别,专业,每周学习时长（小时）,上课出勤率,期中考试分数,作业完成率,期末考试分数
2023027994,女,工商管理,17.33,0.73,61.38,0.99,58.41
2023027995,男,电子商务,6.38,0.67,71.59,0.77,61.67
2023027996,女,工商管理,20.2,0.88,97.13,0.99,87.6
2023027997,女,工商管理,10.4,0.89,61.26,0.82,50.97
2023027998,女,电子商务,11.63,0.69,100.0,0.92,85.64
2023027999,男,工商管理,33.52,0.88,69.38,0.99,68.24
2023028000,女,人工智能,19.37,0.62,51.82,0.96,60.85
2023028001,女,人工智能,23.79,0.82,58.53,0.98,81.59
2023028002,女,财务管理,15.17,0.97,50.7,0.96,67.65
2023028003,女,工商管理,33.16,0.78,87.89,0.87,89.78
2023028004,女,工商管理,22.33,0.91,84.6,0.88,73.32
2023028005,男,工商管理,14.95,0.93,82.63,0.76,89.27
2023028006,女,工商管理,12.33,0.68,81.64,0.75,80.5
2023028007,男,大数据管理,10.53,1.0,78.77,0.72,62.93
2023028008,女,电子商务,29.52,0.94,59.15,0.81,67.36
2023028009,男,人工智能,20.74,0.65,76.39,0.75,79.48
2023028010,男,财务管理,25.47,0.77,67.71,0.73,82.51
2023028011,男,人工智能,20.38,0.94,61.98,0.99,59.99
2023028012,男,大数据管理,17.1,0.76,89.39,0.91,69.97
2023028013,女,工商管理,24.22,0.61,61.16,0.71,61.44
2023028014,女,人工智能,18.34,0.62,57.97,0.93,43.68
2023028015,男,大数据管理,14.29,0.84,63.4,0.71,62.23
2023028016,男,财务管理,18.3,0.77,64.82,0.84,75.35
2023028017,男,大数据管理,14.22,0.88,78.48,0.93,61.16
2023028018,女,工商管理,26.94,0.91,78.93,0.92,81.35
2023028019,男,大数据管理,5.0,0.82,77.78,0.94,62.15
2023028020,男,财务管理,25.76,0.93,79.32,0.79,90.51
2023028021,女,工商管理,12.36,0.69,59.02,0.76,52.44
2023028022,男,大数据管理,11.56,0.71,72.66,0.89,79.57
2023028023,男,人工智能,22.12,0.99,90.78,0.8,78.71
2023028024,男,电子商务,10.33,0.92,57.79,0.8,66.82
2023028025,女,财务管理,20.96,0.85,95.51,0.86,85.92
2023028026,男,工商管理,29.19,0.84,75.63,0.96,78.4
2023028027,男,人工智能,13.38,0.72,63.49,0.74,53.52
2023028028,女,工商管理,19.86,0.71,77.8,0.7,72.57
2023028029,男,大数据管理,18.21,0.68,38.09,0.99,49.6
2023028030,男,工商管理,28.24,0.94,100.0,0.9,86.79
2023028031,女,电子商务,11.97,0.92,83.09,0.81,86.45
2023028032,女,工商管理,17.25,0.66,100.0,0.76,84.41
2023028033,女,人工智能,29.61,0.91,60.9,0.99,78.19
2023028034,男,工商管理,7.59,0.95,77.09,0.95,67.27
2023028035,女,电子商务,25.9,0.94,66.44,0.9,72.25
2023028036,女,财务管理,30.37,0.82,52.69,0.71,62.84
2023028037,男,电子商务,10.31,0.97,64.75,0.98,69.81
2023028038,男,财务管理,12.21,0.86,51.75,0.97,65.07
2023028039,男,电子商务,32.22,0.65,72.89,0.86,75.0
2023028040,女,电子商务,16.73,0.88,77.87,0.93,67.92
2023028041,女,工商管理,28.37,0.86,84.63,0.9,88.2
2023028042,男,人工智能,20.32,0.74,65.07,0.84,66.65
2023028043,男,工商管理,13.07,0.96,73.46,0.92,58.98
2023028044,女,电子商务,5.0,0.61,69.32,0.97,44.32
2023028045,女,工商管理,20.46,0.94,79.53,0.91,80.22
2023028046,男,大数据管理,11.15,0.96,54.7,0.79,51.81
2023028047,女,电子商务,29.88,0.63,86.51,0.91,84.27
2023028048,男,电子商务,9.86,0.78,73.91,0.94,60.68
2023028049,男,工商管理,19.48,0.88,77.76,0.99,77.78
2023028050,女,电子商务,25.71,0.7,63.99,0.76,63.98
2023028051,女,人工智能,9.3,0.88,72.44,0.76,81.42
2023028052,男,工商管理,17.84,0.84,65.51,0.82,74.3
2023028053,男,工商管理,27.77,0.67,70.21,0.99,83.69
2023028054,男,人工智能,27.61,0.71,66.37,0.92,71.74
2023028055,女,财务管理,22.07,0.85,62.54,0.9,74.92
2023028056,女,工商管理,17.09,0.62,35.31,0.9,49.78
2023028057,女,财务管理,22.96,0.87,61.76,0.8,78.73
2023028058,女,大数据管理,11.92,0.9,31.66,0.95,48.88
2023028059,男,工商管理,18.37,0.64,77.48,0.73,57.08
2023028060,女,大数据管理,32.07,0.61,100.0,0.88,75.0
2023028061,男,工商管理,10.02,0.77,60.87,0.8,74.15
2023028062,女,人工智能,22.26,0.66,76.81,0.82,75.4
2023028063,男,大数据管理,12.83,0.95,83.0,0.77,78.48
2023028064,男,电子商务,5.0,0.99,72.65,0.98,82.54
2023028065,女,财务管理,15.09,0.73,53.83,0.76,42.72
2023028066,女,财务管理,35.32,0.64,74.49,0.81,74.42
2023028067,男,电子商务,27.73,0.77,83.33,0.75,76.63
2023028068,男,财务管理,32.83,0.73,81.39,0.98,87.8
2023028069,女,财务管理,19.4,0.77,81.61,0.88,69.8
2023028070,女,工商管理,22.4,1.0,72.31,0.77,64.51
2023028071,女,财务管理,14.8,0.62,79.57,0.86,59.1
2023028072,男,电子商务,6.58,0.92,57.24,0.99,71.29
2023028073,男,人工智能,17.84,0.71,48.97,0.98,52.69
2023028074,男,大数据管理,17.03,0.75,72.38,0.88,64.57
2023028075,男,电子商务,29.47,0.87,77.25,0.92,84.7
2023028076,女,工商管理,28.55,0.85,75.2,0.94,73.7
2023028077,男,人工智能,16.91,0.82,59.91,0.79,48.45
2023028078,男,电子商务,16.11,0.61,85.62,0.87,60.62
2023028079,男,工商管理,16.99,0.6,85.32,0.93,73.59
2023028080,男,工商管理,5.98,0.75,76.22,0.9,70.51
2023028081,男,电子商务,22.41,0.8,49.01,0.82,58.4
2023028082,女,人工智能,31.08,0.96,77.06,0.82,83.68
2023028083,男,人工智能,23.02,0.96,79.95,0.94,67.46
2023028084,男,人工智能,20.03,0.74,96.27,0.96,71.27
2023028085,男,财务管理,19.31,0.96,50.66,0.92,75.66
2023028086,男,人工智能,5.0,0.67,76.96,0.82,75.1
2023028087,女,电子商务,21.24,1.0,59.92,0.98,76.3
2023028088,女,工商管理,26.08,0.65,76.4,0.81,68.26
2023028089,女,工商管理,16.9,0.61,77.89,0.83,67.02
2023028090,男,大数据管理,13.87,0.91,91.36,0.76,77.7
2023028091,男,人工智能,14.57,0.98,82.43,0.87,87.56
2023028092,男,工商管理,27.19,0.75,85.67,0.91,84.37
2023028093,男,大数据管理,18.07,0.69,97.98,0.82,84.92
2023028094,女,财务管理,19.08,0.61,100.0,0.83,79.77
2023028095,男,大数据管理,13.38,0.84,87.56,0.95,84.08
2023028096,男,工商管理,17.27,0.93,71.22,0.9,74.26
2023028097,女,工商管理,19.17,0.75,66.52,0.75,65.61
2023028098,女,人工智能,32.01,0.64,86.02,0.83,76.07
2023028099,女,财务管理,21.59,0.76,81.42,0.89,75.35
2023028100,女,人工智能,14.82,0.94,67.99,0.83,58.82
2023028101,男,人工智能,33.85,0.77,75.64,0.73,76.94
2023028102,女,电子商务,21.58,0.62,72.67,0.95,71.33
2023028103,男,电子商务,25.38,0.68,67.54,0.98,53.42
2023028104,男,大数据管理,25.53,0.75,94.44,0.76,80.85
2023028105,男,大数据管理,17.73,0.62,60.5,0.88,51.84
2023028106,男,电子商务,25.28,0.95,79.15,0.99,85.03
2023028107,男,电子商务,21.64,1.0,70.58,0.74,77.26
2023028108,男,工商管理,21.69,0.66,51.72,0.95,57.49
2023028109,男,工商管理,27.23,0.83,77.66,0.98,83.54
2023028110,女,人工智能,23.29,0.61,82.19,0.72,77.2
2023028111,女,工商管理,6.53,0.88,99.02,0.73,74.74
2023028112,男,大数据管理,10.96,0.99,68.94,0.92,82.31
2023028113,男,电子商务,20.43,0.93,41.75,0.72,50.11
2023028114,女,财务管理,28.1,0.75,48.95,0.99,73.95
2023028115,女,电子商务,17.0,0.98,60.85,0.88,65.02
2023028116,男,电子商务,15.25,0.66,67.35,0.85,56.86
2023028117,男,工商管理,19.31,0.96,69.92,0.87,69.15
2023028118,男,人工智能,22.4,0.72,62.45,0.96,59.15
2023028119,女,大数据管理,26.82,0.95,42.88,0.76,66.29
2023028120,女,大数据管理,26.44,0.94,50.35,0.89,54.12
2023028121,女,财务管理,31.27,0.61,75.36,0.9,85.48
2023028122,男,电子商务,18.2,0.95,68.08,0.8,61.78
2023028123,男,人工智能,17.58,0.91,83.86,0.73,82.18
2023028124,女,工商管理,36.63,0.79,81.75,0.72,82.01
2023028125,女,大数据管理,25.14,0.68,65.58,0.75,68.83
2023028126,女,工商管理,37.56,0.63,44.51,0.98,61.45
2023028127,女,人工智能,20.17,0.7,51.15,0.81,61.06
2023028128,男,工商管理,28.22,0.89,50.94,0.91,67.58
2023028129,女,工商管理,15.51,0.67,56.44,0.74,44.85
2023028130,女,电子商务,6.78,0.65,60.82,0.82,46.87
2023028131,男,大数据管理,18.61,0.79,87.51,0.71,71.14
2023028132,男,人工智能,17.05,0.9,62.95,0.92,60.97
2023028133,女,人工智能,13.89,0.86,72.49,1.0,81.84
2023028134,女,财务管理,15.47,0.91,75.13,0.95,73.36
2023028135,男,工商管理,28.27,0.8,93.73,0.92,81.22
2023028136,女,大数据管理,17.69,0.72,67.47,0.81,61.39
2023028137,男,工商管理,29.66,0.72,73.11,0.81,70.78
2023028138,男,工商管理,22.08,0.95,58.34,0.79,64.06
2023028139,女,工商管理,24.18,0.78,97.95,0.7,75.13
2023028140,女,人工智能,13.18,0.63,59.7,0.8,50.71
2023028141,男,工商管理,19.05,0.83,64.22,0.71,70.87
2023028142,女,财务管理,32.57,0.71,56.35,0.84,68.92
2023028143,男,大数据管理,21.06,0.75,61.1,0.91,64.88
2023028144,男,大数据管理,5.4,0.71,85.24,0.75,67.19
2023028145,男,工商管理,20.85,0.88,33.11,0.98,54.47
2023028146,男,工商管理,15.64,0.65,54.34,0.71,53.65
2023028147,女,大数据管理,12.28,0.71,77.11,0.74,71.06
2023028148,男,大数据管理,12.36,0.84,61.76,0.88,66.69
2023028149,女,工商管理,15.29,0.65,77.45,0.92,56.61
2023028150,男,工商管理,14.48,0.75,63.73,0.91,62.86
2023028151,女,人工智能,5.0,1.0,91.7,0.92,66.7
2023028152,女,电子商务,33.32,0.75,55.55,0.93,73.83
2023028153,女,电子商务,22.78,0.64,91.45,0.92,86.46
2023028154,男,工商管理,15.22,0.98,74.55,0.78,66.0
2023028155,男,电子商务,29.87,0.89,67.87,0.98,76.03
2023028156,女,财务管理,22.85,0.66,81.52,0.94,59.95
2023028157,男,工商管理,40.0,0.62,83.05,0.96,91.09
2023028158,女,工商管理,14.28,0.67,90.66,0.88,81.88
2023028159,女,财务管理,26.87,0.85,80.53,0.99,89.77
2023028160,男,财务管理,29.52,0.68,86.07,0.9,92.02
2023028161,女,工商管理,24.62,0.64,89.05,0.93,71.08
2023028162,男,大数据管理,17.39,0.86,85.28,0.74,82.59
2023028163,女,大数据管理,22.55,0.95,80.82,0.91,91.05
2023028164,男,人工智能,19.71,0.69,95.12,0.7,70.12
2023028165,女,人工智能,35.23,0.66,87.94,0.8,82.4
2023028166,女,财务管理,11.64,0.95,96.71,0.84,77.82
2023028167,女,财务管理,21.93,0.93,58.34,0.84,73.35
2023028168,男,大数据管理,9.31,0.68,56.36,0.91,34.98
2023028169,男,人工智能,27.54,0.78,81.42,0.84,92.07
2023028170,女,人工智能,30.66,0.85,81.17,0.72,78.65
2023028171,女,财务管理,23.4,0.85,86.36,0.79,86.48
2023028172,男,财务管理,13.39,0.62,93.07,0.71,72.6
2023028173,女,人工智能,27.69,0.88,96.41,0.82,91.0
2023028174,女,工商管理,31.72,0.63,60.7,0.97,54.33
2023028175,女,电子商务,26.13,0.98,63.57,0.91,70.33
2023028176,女,电子商务,11.31,0.94,71.69,0.98,77.77
2023028177,女,大数据管理,29.55,0.83,72.6,0.86,78.34
2023028178,女,人工智能,23.62,0.9,67.41,0.82,58.7
2023028179,男,电子商务,21.71,0.7,77.55,0.95,74.8
2023028180,男,工商管理,22.6,0.87,79.18,0.82,69.91
2023028181,女,工商管理,38.43,0.84,100.0,0.95,90.6
2023028182,男,人工智能,25.21,1.0,79.1,0.94,69.82
2023028183,女,人工智能,12.33,0.67,100.0,0.82,83.94
2023028184,女,电子商务,18.86,0.73,72.82,0.79,77.73
2023028185,女,大数据管理,16.23,0.6,63.56,0.88,79.94
2023028186,男,工商管理,28.92,0.79,77.8,0.74,65.94
2023028187,女,工商管理,27.82,0.89,85.18,0.91,89.04
2023028188,男,工商管理,18.76,0.91,89.07,0.74,85.52
2023028189,女,电子商务,27.13,0.8,72.76,0.9,71.1
2023028190,男,工商管理,12.45,0.8,58.92,0.75,50.94
2023028191,女,工商管理,22.67,0.73,56.95,0.95,56.66
2023028192,男,工商管理,16.6,0.75,59.93,0.89,58.54
2023028193,女,电子商务,32.29,0.99,83.79,0.96,88.62
2023028194,女,财务管理,12.96,0.7,84.47,0.95,85.35
2023028195,女,大数据管理,19.03,0.93,66.64,0.84,78.41
2023028196,男,工商管理,9.54,0.63,88.38,0.96,63.38
2023028197,男,工商管理,25.74,0.64,85.96,0.97,74.17
2023028198,男,财务管理,22.29,0.68,100.0,0.84,93.92
2023028199,女,人工智能,10.16,0.94,64.61,0.74,56.09
2023028200,女,电子商务,17.32,0.71,100.0,0.84,81.47
2023028201,男,人工智能,17.86,0.82,66.18,0.74,51.27
2023028202,男,电子商务,29.4,0.98,83.21,0.84,91.69
2023028203,女,人工智能,26.4,0.78,83.23,0.8,64.54
2023028204,男,人工智能,21.4,0.73,74.82,0.86,59.03
2023028205,女,财务管理,10.55,0.89,53.08,0.76,65.93
2023028206,男,人工智能,12.57,0.93,61.04,0.84,80.18
2023028207,男,工商管理,15.28,0.7,78.31,0.87,67.87
2023028208,男,电子商务,39.62,0.92,76.97,0.95,85.97
2023028209,女,工商管理,15.72,0.91,71.33,0.71,75.54
2023028210,男,财务管理,18.75,0.96,65.4,0.95,73.03
2023028211,女,人工智能,13.85,0.88,95.5,0.92,78.47
2023028212,男,工商管理,21.37,0.64,70.9,0.83,64.42
2023028213,男,电子商务,26.32,1.0,83.86,0.94,72.61
2023028214,女,财务管理,23.4,0.74,83.85,0.88,79.74
2023028215,男,人工智能,18.23,0.94,65.64,0.7,65.72
2023028216,男,电子商务,23.8,0.84,57.28,0.76,61.21
2023028217,女,财务管理,12.24,0.71,72.39,0.95,58.55
2023028218,女,大数据管理,17.07,0.84,59.47,0.71,54.14
2023028219,女,大数据管理,5.0,0.88,74.57,0.98,73.5
2023028220,女,财务管理,25.62,0.7,89.09,0.8,86.39
2023028221,男,工商管理,24.91,0.72,70.69,0.78,67.83
2023028222,男,电子商务,21.35,0.63,59.32,0.99,61.32
2023028223,男,工商管理,8.55,0.88,70.33,0.83,57.32
2023028224,男,财务管理,21.66,0.83,72.7,0.74,78.04
2023028225,女,工商管理,10.13,0.81,96.08,0.86,78.49
2023028226,女,工商管理,19.39,0.87,56.04,0.95,68.04
2023028227,女,财务管理,24.02,0.66,100.0,0.73,85.51
2023028228,男,大数据管理,13.24,0.67,71.61,0.99,64.73
2023028229,女,电子商务,12.35,0.73,69.27,0.76,52.98
2023028230,男,电子商务,21.73,0.75,77.32,0.97,67.47
2023028231,男,大数据管理,31.41,0.81,70.14,0.76,82.16
2023028232,男,电子商务,30.51,0.86,84.1,0.81,77.2
2023028233,男,电子商务,5.29,0.92,47.74,0.97,50.87
2023028234,女,大数据管理,16.04,0.97,92.77,0.84,71.99
2023028235,女,人工智能,23.41,0.96,57.14,0.75,56.53
2023028236,女,电子商务,20.68,0.6,80.37,0.96,67.84
2023028237,女,工商管理,10.56,0.79,92.43,0.73,89.36
2023028238,女,工商管理,29.34,0.62,96.97,0.85,89.79
2023028239,男,人工智能,9.03,0.75,79.81,0.93,64.79
2023028240,男,人工智能,25.17,0.78,80.26,0.98,87.25
2023028241,女,电子商务,16.12,0.69,46.74,0.71,51.17
2023028242,女,大数据管理,10.42,0.82,76.64,0.93,81.97
2023028243,男,大数据管理,21.14,0.91,94.38,0.99,100.0
2023028244,男,大数据管理,15.82,0.8,81.48,0.85,82.02
2023028245,女,工商管理,27.49,0.66,84.88,0.97,81.34
2023028246,女,大数据管理,29.13,0.79,66.37,0.9,77.97
2023028247,男,电子商务,27.86,0.79,63.83,0.73,68.84
2023028248,女,工商管理,32.66,0.97,61.48,0.72,59.93
2023028249,女,人工智能,15.81,0.92,53.11,0.77,54.38
2023028250,男,大数据管理,28.55,0.84,71.71,0.86,68.8
2023028251,男,电子商务,21.71,0.75,51.34,0.83,54.84
2023028252,女,财务管理,20.05,0.85,65.43,0.73,80.73
2023028253,男,电子商务,16.52,0.78,61.12,0.76,71.23
2023028254,女,电子商务,16.68,0.78,78.12,0.98,77.55
2023028255,女,工商管理,18.2,0.99,69.22,0.81,77.32
2023028256,男,人工智能,19.34,0.87,40.07,0.86,40.3
2023028257,女,工商管理,18.94,0.99,77.37,0.72,79.73
2023028258,男,大数据管理,12.16,0.63,92.75,0.92,83.95
2023028259,男,大数据管理,13.06,0.61,69.06,0.82,44.06
2023028260,女,工商管理,16.39,0.66,89.32,0.91,82.73
2023028261,男,工商管理,12.62,0.67,61.8,0.85,47.46
2023028262,男,电子商务,21.34,0.82,54.36,0.91,48.29
2023028263,女,财务管理,33.48,0.65,71.2,0.75,82.1
2023028264,男,人工智能,36.55,0.62,87.98,0.75,76.44
2023028265,女,电子商务,20.71,0.83,84.78,0.82,71.74
2023028266,男,人工智能,10.0,0.81,94.35,0.79,85.03
2023028267,男,电子商务,34.37,0.8,40.97,0.84,60.29
2023028268,男,工商管理,12.5,0.63,54.23,0.82,53.59
2023028269,女,人工智能,17.18,0.81,64.84,0.85,64.18
2023028270,男,电子商务,32.43,0.88,76.63,0.89,83.46
2023028271,女,人工智能,28.03,0.61,68.89,0.93,69.93
2023028272,男,人工智能,18.75,0.94,69.26,0.71,69.69
2023028273,女,工商管理,26.41,0.76,71.71,0.95,70.9
2023028274,女,工商管理,6.13,0.69,70.54,0.77,63.65
2023028275,女,电子商务,20.19,0.65,46.54,0.98,60.24
2023028276,女,工商管理,15.75,0.71,100.0,0.81,96.7
2023028277,女,人工智能,24.44,0.85,56.59,0.73,61.28
2023028278,女,财务管理,25.9,0.87,87.31,0.7,78.85
2023028279,男,人工智能,35.28,0.73,92.95,0.99,91.41
2023028280,女,电子商务,31.18,0.85,80.12,0.72,85.93
2023028281,男,大数据管理,12.9,0.9,82.96,0.8,63.91
2023028282,女,大数据管理,16.63,0.69,68.38,0.81,65.8
2023028283,女,电子商务,30.39,0.73,55.6,0.95,50.67
2023028284,男,大数据管理,13.59,0.91,86.73,0.94,75.64
2023028285,男,大数据管理,20.61,0.71,83.47,0.82,83.57
2023028286,男,人工智能,12.12,0.93,81.03,0.83,66.65
2023028287,女,大数据管理,14.06,0.75,88.73,0.93,78.06
2023028288,男,电子商务,12.6,0.82,75.42,0.77,63.24
2023028289,女,财务管理,22.95,0.94,71.6,0.89,68.18
2023028290,男,人工智能,12.93,0.85,84.98,0.97,84.71
2023028291,男,大数据管理,22.42,0.94,56.73,0.94,59.64
2023028292,男,大数据管理,27.72,0.9,76.39,0.8,79.73
2023028293,女,人工智能,9.86,0.97,85.44,0.79,76.77
2023028294,男,财务管理,18.04,1.0,80.52,0.83,69.73
2023028295,男,工商管理,21.55,0.87,98.38,0.97,88.76
2023028296,男,工商管理,25.09,0.63,81.96,0.88,69.23
2023028297,男,电子商务,25.73,0.98,75.48,0.71,79.8
2023028298,男,大数据管理,5.71,0.61,50.59,0.97,39.54
2023028299,女,人工智能,24.43,0.72,71.78,0.95,70.48
2023028300,男,人工智能,27.93,0.8,69.94,0.71,69.86
2023028301,女,电子商务,22.31,0.86,64.98,0.98,79.89
2023028302,男,电子商务,19.01,0.86,89.56,0.84,80.89
2023028303,男,电子商务,16.13,0.77,91.95,0.98,88.18
2023028304,女,大数据管理,22.61,0.84,56.05,0.83,68.59
2023028305,女,大数据管理,27.22,0.84,53.91,0.99,72.02
2023028306,男,大数据管理,29.09,0.94,74.36,0.73,74.39
2023028307,男,财务管理,24.45,0.67,94.36,0.91,90.89
2023028308,女,人工智能,16.94,0.92,78.89,0.88,72.05
2023028309,女,电子商务,37.96,1.0,62.85,0.81,66.73
2023028310,女,财务管理,29.36,0.93,64.53,0.86,72.29
2023028311,女,财务管理,16.56,0.92,67.97,0.76,71.38
2023028312,女,电子商务,18.44,0.81,80.8,0.99,63.54
2023028313,女,大数据管理,19.32,0.93,80.01,0.93,70.36
2023028314,男,工商管理,18.34,0.68,91.92,0.83,67.7
2023028315,男,电子商务,14.89,0.81,82.18,0.8,79.28
2023028316,女,财务管理,25.09,0.6,93.41,0.74,91.99
2023028317,女,人工智能,25.85,0.88,65.11,0.78,68.76
2023028318,女,人工智能,14.78,0.62,87.18,0.74,75.93
2023028319,男,人工智能,23.67,0.73,60.38,0.86,69.73
2023028320,女,电子商务,15.13,0.94,60.95,0.96,79.63
2023028321,男,人工智能,10.43,0.71,70.58,0.79,57.15
2023028322,女,电子商务,31.41,0.89,69.37,0.91,75.93
2023028323,男,工商管理,37.31,0.71,95.14,0.91,88.4
2023028324,女,人工智能,16.94,0.85,80.86,0.87,75.43
2023028325,男,工商管理,15.22,0.7,78.74,0.84,91.36
2023028326,男,财务管理,23.47,0.89,75.54,0.96,77.51
2023028327,女,财务管理,12.13,0.99,70.5,0.93,62.64
2023028328,男,工商管理,35.09,0.73,42.94,0.91,56.12
2023028329,男,人工智能,14.1,0.99,100.0,0.82,94.95
2023028330,女,财务管理,27.69,0.82,44.41,0.76,53.54
2023028331,女,人工智能,16.66,0.85,90.06,0.94,85.66
2023028332,女,人工智能,18.37,0.62,91.98,0.79,70.75
2023028333,女,大数据管理,5.73,0.63,78.77,0.86,53.77
2023028334,女,工商管理,19.54,0.78,78.84,0.97,80.36
2023028335,男,大数据管理,11.41,0.93,47.06,0.82,49.91
2023028336,女,大数据管理,22.26,1.0,95.92,0.8,89.39
2023028337,女,大数据管理,12.91,0.64,71.25,0.82,68.21
2023028338,男,财务管理,27.42,0.65,94.92,0.76,86.35
2023028339,男,大数据管理,32.12,0.77,84.61,0.93,81.98
2023028340,男,电子商务,20.46,0.73,87.09,0.95,84.5
2023028341,女,电子商务,15.29,0.74,91.89,0.99,71.83
2023028342,女,人工智能,30.54,0.83,71.43,1.0,61.39
2023028343,男,电子商务,18.39,0.89,94.21,0.87,88.56
2023028344,男,人工智能,22.5,0.87,69.8,0.71,71.2
2023028345,女,财务管理,25.17,0.71,77.57,0.84,70.13
2023028346,女,大数据管理,21.39,0.77,61.86,0.72,52.36
2023028347,男,人工智能,28.79,0.96,60.75,0.8,56.71
2023028348,女,财务管理,28.48,0.66,79.94,0.87,77.51
2023028349,女,工商管理,20.08,0.74,68.11,0.71,78.93
2023028350,女,大数据管理,18.95,1.0,58.65,0.89,66.03
2023028351,男,人工智能,19.03,0.68,68.28,0.97,65.52
2023028352,女,大数据管理,15.04,0.75,69.15,0.99,67.88
2023028353,女,财务管理,20.21,0.9,61.64,0.83,84.25
2023028354,男,电子商务,18.54,0.71,83.83,0.77,79.49
2023028355,男,电子商务,14.47,0.73,88.62,0.77,66.14
2023028356,女,大数据管理,6.73,0.72,83.4,0.9,69.73
2023028357,男,电子商务,28.06,0.73,48.67,0.94,65.83
2023028358,女,电子商务,20.76,0.63,97.72,0.87,73.36
2023028359,女,电子商务,18.16,0.75,68.04,0.85,73.38
2023028360,女,财务管理,24.5,0.83,50.81,0.9,57.44
2023028361,男,工商管理,31.06,0.88,67.69,0.93,66.13
2023028362,男,工商管理,5.3,0.64,88.49,0.91,70.94
2023028363,男,大数据管理,14.24,0.69,62.76,0.85,60.77
2023028364,女,电子商务,17.55,0.96,84.67,0.97,80.12
